gender;age;person;became_member_on;income;total_amount;total_rewarded;transactions_num;offers_received;offers_viewed;offers_completed;bogo_received;bogo_viewed;bogo_completed;discount_received;discount_viewed;discount_completed;informational_received;informational_viewed;total_bogo;total_discount;avg_order_size;avg_reward_size;avg_bogo_size;avg_discount_size;offers_rr;offers_cvr;bogo_rr;bogo_cvr;discount_rr;discount_cvr;informational_rr
M;44.0;e4be6852c39a4619a12138ffb59bd0fb;2017;42000.0;138.77;10.0;13;4.0;4.0;1.0;4.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;10.67;10.0;10.0;0.0;100.0;25.0;100.0;25.0;0.0;0.0;0.0
M;29.0;df174695a030444a824c11fd117d13a3;2015;62000.0;125.50000000000001;5.0;9;4.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;5.0;0.0;13.94;5.0;5.0;0.0;50.0;50.0;50.0;100.0;100.0;0.0;0.0
F;77.0;63ab5f221a76472ebeb73b19c6782a0f;2016;112000.0;247.76999999999998;12.0;9;4.0;3.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;0.0;10.0;2.0;27.53;6.0;10.0;2.0;75.0;66.67;100.0;100.0;100.0;50.0;0.0
M;83.0;a0c01c81a4e64b869ca3a2860d6dc004;2016;47000.0;181.44000000000003;20.0;15;6.0;3.0;2.0;2.0;2.0;2.0;3.0;0.0;0.0;1.0;1.0;20.0;0.0;12.1;10.0;10.0;0.0;50.0;66.67;100.0;100.0;0.0;0.0;100.0
O;49.0;176e0f2b33704068bc2d828c1cf2871e;2017;91000.0;200.24999999999997;2.0;10;4.0;4.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;2.0;2.0;0.0;2.0;20.02;2.0;0.0;2.0;100.0;25.0;100.0;0.0;100.0;100.0;100.0
;;14ffee72f67847aba81c4bec72dd6201;2017;;7.340000000000001;0.0;5;2.0;2.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.47;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;0.0
M;66.0;ddc4e3d37b3b451495236f41de79dfa1;2017;78000.0;54.67;10.0;2;6.0;5.0;1.0;3.0;3.0;1.0;1.0;1.0;0.0;2.0;1.0;10.0;0.0;27.34;10.0;10.0;0.0;83.33;20.0;100.0;33.33;100.0;0.0;50.0
;;6b214a99748949608e302160c8845f7f;2018;;2.7800000000000002;0.0;1;4.0;4.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;2.78;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;100.0
M;24.0;499adb0c765b4c248016fe4d4929cbd6;2017;33000.0;14.05;0.0;6;5.0;3.0;0.0;3.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2.34;0.0;0.0;0.0;60.0;0.0;66.67;0.0;100.0;0.0;0.0
M;33.0;8bcf7e0fc92d450db1452276da0e78ae;2016;72000.0;67.34;0.0;14;3.0;3.0;0.0;2.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4.81;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;0.0
M;67.0;65e5f48999544aedada20102086918f7;2017;68000.0;13.600000000000001;0.0;4;5.0;5.0;0.0;1.0;1.0;0.0;3.0;3.0;0.0;1.0;1.0;0.0;0.0;3.4;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;100.0
;;fdcb232e66d8452d9cd914e2770c9a00;2016;;20.06;0.0;12;6.0;5.0;0.0;5.0;4.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.67;0.0;0.0;0.0;83.33;0.0;80.0;0.0;100.0;0.0;0.0
F;49.0;0f1a6784bf944bd886e4ddcbd229a224;2018;68000.0;63.94;15.0;4;4.0;4.0;2.0;4.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;15.98;7.5;7.5;0.0;100.0;50.0;100.0;50.0;0.0;0.0;0.0
F;57.0;3ec2d72341234a4780b7932048c35b6b;2016;49000.0;106.96000000000001;13.0;10;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;10.0;3.0;10.7;6.5;10.0;3.0;66.67;100.0;100.0;100.0;100.0;100.0;0.0
M;71.0;c9c6eef28b41405891acd045ce2b9d62;2014;91000.0;170.4;5.0;7;3.0;3.0;1.0;0.0;0.0;0.0;2.0;2.0;1.0;1.0;1.0;0.0;5.0;24.34;5.0;0.0;5.0;100.0;33.33;0.0;0.0;100.0;50.0;100.0
F;68.0;9b716897019a4900b39443caf084d701;2017;98000.0;168.13;0.0;6;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;28.02;0.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;25.0
M;48.0;8f68a2ee85fe41b5bd1b01ed54a34e27;2016;92000.0;267.01;23.0;11;5.0;5.0;3.0;4.0;4.0;2.0;1.0;1.0;1.0;0.0;0.0;20.0;3.0;24.27;7.67;10.0;3.0;100.0;60.0;100.0;50.0;100.0;100.0;0.0
M;71.0;2b1fc2e40c0a4f8ba4a03357319879c1;2017;97000.0;229.11999999999998;10.0;8;4.0;3.0;1.0;3.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;10.0;0.0;28.64;10.0;10.0;0.0;75.0;33.33;66.67;50.0;0.0;0.0;100.0
M;63.0;b87e1a1ffe884528a4924dd16f8979f6;2018;62000.0;14.73;0.0;6;4.0;3.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2.46;0.0;0.0;0.0;75.0;0.0;100.0;0.0;0.0;0.0;100.0
M;53.0;a5e2537543c042c09349d14ce47cf083;2017;54000.0;128.87;13.0;12;6.0;6.0;4.0;0.0;0.0;0.0;4.0;4.0;4.0;2.0;2.0;0.0;13.0;10.74;3.25;0.0;3.25;100.0;66.67;0.0;0.0;100.0;100.0;100.0
M;50.0;87cd8024319544c18c17e3045ddfd83a;2016;91000.0;46.849999999999994;0.0;2;5.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;23.42;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;25.0
M;69.0;1699f732aae74e71bcb7f1384cc88fde;2017;81000.0;122.95;8.0;6;6.0;4.0;2.0;1.0;1.0;0.0;2.0;2.0;2.0;3.0;1.0;0.0;8.0;20.49;4.0;0.0;4.0;66.67;50.0;100.0;0.0;100.0;100.0;33.33
F;37.0;4c759691ba1e48fe9b74b3272a48771b;2017;57000.0;23.91;2.0;6;6.0;2.0;1.0;2.0;0.0;0.0;2.0;1.0;1.0;2.0;1.0;0.0;2.0;3.98;2.0;0.0;2.0;33.33;50.0;0.0;0.0;50.0;100.0;50.0
F;70.0;e63e42480aae4ede9f07cac49c8c3f78;2016;79000.0;0.0;0.0;0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
F;56.0;93839b784d384460a7c6595bba45ad96;2017;44000.0;17.73;0.0;5;6.0;5.0;0.0;2.0;2.0;0.0;3.0;2.0;0.0;1.0;1.0;0.0;0.0;3.55;0.0;0.0;0.0;83.33;0.0;100.0;0.0;66.67;0.0;100.0
M;57.0;fd7ed8ba5ae84ceba227970f2243fad3;2015;74000.0;41.17;3.0;10;6.0;3.0;1.0;1.0;1.0;0.0;3.0;1.0;1.0;2.0;1.0;0.0;3.0;4.12;3.0;0.0;3.0;50.0;33.33;100.0;0.0;33.33;100.0;50.0
M;48.0;2e4fa11a577f4e75a3d1c31340c0827f;2018;36000.0;7.68;0.0;5;5.0;4.0;0.0;1.0;0.0;0.0;3.0;3.0;0.0;1.0;1.0;0.0;0.0;1.54;0.0;0.0;0.0;80.0;0.0;0.0;0.0;100.0;0.0;100.0
F;68.0;ce5e7e527e4b4ee09d4c6af1f7e561b0;2016;73000.0;267.40000000000003;0.0;13;5.0;4.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;3.0;0.0;0.0;20.57;0.0;0.0;0.0;80.0;0.0;0.0;0.0;100.0;0.0;100.0
F;57.0;ee8155c31f314673b8043c3881976c4b;2017;95000.0;262.32;5.0;10;6.0;2.0;1.0;2.0;1.0;1.0;3.0;1.0;0.0;1.0;0.0;5.0;0.0;26.23;5.0;5.0;0.0;33.33;50.0;50.0;100.0;33.33;0.0;0.0
F;63.0;4b87d49921244410b007ad6af8c90096;2018;111000.0;47.57;5.0;2;5.0;3.0;1.0;3.0;2.0;1.0;1.0;0.0;0.0;1.0;1.0;5.0;0.0;23.78;5.0;5.0;0.0;60.0;33.33;66.67;50.0;0.0;0.0;100.0
F;85.0;0e3b4b66438c4b52a1b050daa1ae8cc7;2016;77000.0;71.81;0.0;4;4.0;1.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;17.95;0.0;0.0;0.0;25.0;0.0;33.33;0.0;0.0;0.0;0.0
M;81.0;83bf3a32a41b4f34bbf6530cb377d725;2014;58000.0;81.95;10.0;6;6.0;6.0;2.0;2.0;2.0;1.0;3.0;3.0;1.0;1.0;1.0;5.0;5.0;13.66;5.0;5.0;5.0;100.0;33.33;100.0;50.0;100.0;33.33;100.0
F;67.0;c94c15ddd30845faaf072d20b111aa1e;2016;54000.0;191.86;25.0;14;6.0;6.0;6.0;2.0;2.0;2.0;4.0;4.0;4.0;0.0;0.0;15.0;10.0;13.7;4.17;7.5;2.5;100.0;100.0;100.0;100.0;100.0;100.0;0.0
M;48.0;fee141cbf99e4a5c8ea97b38a9af0a39;2017;84000.0;108.54000000000002;3.0;5;5.0;1.0;1.0;2.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;3.0;21.71;3.0;0.0;3.0;20.0;100.0;0.0;0.0;50.0;100.0;0.0
M;48.0;855dfb133f2a43229b7bc0936118cb18;2017;55000.0;8.690000000000001;0.0;4;4.0;2.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;2.17;0.0;0.0;0.0;50.0;0.0;0.0;0.0;50.0;0.0;100.0
M;56.0;59ca814fa68848b7ac24c6accdbd7113;2014;52000.0;27.000000000000004;0.0;10;3.0;1.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.7;0.0;0.0;0.0;33.33;0.0;100.0;0.0;0.0;0.0;0.0
M;26.0;56a3ee101c3b45cdaae583bc4097197a;2018;45000.0;19.05;13.0;3;4.0;3.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;0.0;10.0;3.0;6.35;6.5;10.0;3.0;75.0;66.67;100.0;100.0;100.0;50.0;0.0
F;64.0;84fb57a7fe8045a8bf6236738ee73a0f;2017;113000.0;244.91000000000003;20.0;8;5.0;3.0;2.0;4.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;20.0;0.0;30.61;10.0;10.0;0.0;60.0;66.67;75.0;66.67;0.0;0.0;0.0
F;42.0;6aee3fa27e9f4699ad712a351e812ca3;2017;38000.0;101.38;7.0;11;5.0;4.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;5.0;2.0;9.22;3.5;5.0;2.0;80.0;50.0;100.0;50.0;50.0;100.0;100.0
F;57.0;8c18099574b34ba98d264b2389a56a52;2018;99000.0;0.0;0.0;0;4.0;4.0;0.0;2.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;0.0
M;64.0;8252f22e50cd4b24a453713c61b1c236;2016;42000.0;190.9;8.0;18;5.0;3.0;2.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;5.0;3.0;10.61;4.0;5.0;3.0;60.0;66.67;100.0;100.0;33.33;100.0;100.0
F;50.0;65e75ab0e33742858ee0bc5368f5eaa4;2017;71000.0;78.99000000000001;0.0;19;4.0;4.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.16;0.0;0.0;0.0;100.0;0.0;100.0;0.0;0.0;0.0;0.0
M;73.0;2b69a8e9e0034b10acd605d3f32f03d1;2017;33000.0;14.03;0.0;7;4.0;4.0;0.0;2.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;0.0
M;66.0;49c0fa1ac99140d8a0964e9afcec5955;2018;53000.0;19.85;3.0;4;4.0;3.0;1.0;1.0;1.0;0.0;2.0;2.0;1.0;1.0;0.0;0.0;3.0;4.96;3.0;0.0;3.0;75.0;33.33;100.0;0.0;100.0;50.0;0.0
M;38.0;ab7238cef5b942cea9b10b4801bb1f5e;2017;64000.0;33.26;0.0;8;4.0;2.0;0.0;1.0;0.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;4.16;0.0;0.0;0.0;50.0;0.0;0.0;0.0;100.0;0.0;0.0
M;85.0;33dbe11cf12d46b6a1c746d5529f8ee9;2017;59000.0;0.0;0.0;0;5.0;5.0;0.0;2.0;2.0;0.0;2.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;100.0
M;31.0;5815f91679c443cc9b18a980282b218d;2016;66000.0;27.639999999999997;5.0;9;6.0;3.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;3.0;2.0;5.0;0.0;3.07;5.0;5.0;0.0;50.0;33.33;100.0;100.0;0.0;0.0;66.67
M;24.0;4560558e02fe4f519e2ebe64287c77a3;2017;56000.0;74.74999999999999;5.0;17;3.0;2.0;2.0;0.0;0.0;0.0;2.0;2.0;2.0;1.0;0.0;0.0;5.0;4.4;2.5;0.0;2.5;66.67;100.0;0.0;0.0;100.0;100.0;0.0
F;27.0;fd375e03ad394a7bb85b62eb15263f14;2016;53000.0;255.22;37.0;18;5.0;5.0;5.0;4.0;4.0;4.0;1.0;1.0;1.0;0.0;0.0;35.0;2.0;14.18;7.4;8.75;2.0;100.0;100.0;100.0;100.0;100.0;100.0;0.0
F;67.0;5285331356c148d5a1346881567a2334;2017;36000.0;29.99;4.0;13;5.0;4.0;2.0;3.0;2.0;0.0;2.0;2.0;2.0;0.0;0.0;0.0;4.0;2.31;2.0;0.0;2.0;80.0;50.0;66.67;0.0;100.0;100.0;0.0
F;86.0;01380da907f8495496679c795867790b;2017;73000.0;154.99;15.0;8;4.0;3.0;2.0;3.0;2.0;2.0;0.0;0.0;0.0;1.0;1.0;15.0;0.0;19.37;7.5;7.5;0.0;75.0;66.67;66.67;100.0;0.0;0.0;100.0
;;30fe4a8d17ce405db41a5e47e8675d30;2017;;2.37;0.0;4;3.0;3.0;0.0;2.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.59;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;0.0
M;23.0;ea30c8a60616466f8276348cc5d89643;2018;45000.0;11.63;0.0;7;5.0;4.0;0.0;4.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.66;0.0;0.0;0.0;80.0;0.0;100.0;0.0;0.0;0.0;0.0
M;41.0;042d7ab61d1143fe9230bcb1af34aa5a;2017;56000.0;41.13;13.0;3;5.0;5.0;2.0;1.0;1.0;1.0;4.0;4.0;1.0;0.0;0.0;10.0;3.0;13.71;6.5;10.0;3.0;100.0;40.0;100.0;100.0;100.0;25.0;0.0
M;44.0;5cf68e37d5a147b3b778a2a42142d575;2017;60000.0;20.48;5.0;6;5.0;2.0;1.0;2.0;1.0;1.0;1.0;0.0;0.0;2.0;1.0;5.0;0.0;3.41;5.0;5.0;0.0;40.0;50.0;50.0;100.0;0.0;0.0;50.0
M;52.0;4a5047d74835436898f1eab6e0fc8d2a;2016;95000.0;225.43;10.0;8;5.0;4.0;1.0;3.0;3.0;1.0;1.0;0.0;0.0;1.0;1.0;10.0;0.0;28.18;10.0;10.0;0.0;80.0;25.0;100.0;33.33;0.0;0.0;100.0
M;49.0;7c2384d9cb1d4226991554fc942a0963;2018;74000.0;15.67;0.0;5;6.0;4.0;0.0;4.0;2.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;3.13;0.0;0.0;0.0;66.67;0.0;50.0;0.0;100.0;0.0;100.0
F;63.0;351cc28e444941879e3bd3bc041beaa2;2017;60000.0;92.13;0.0;7;3.0;2.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;13.16;0.0;0.0;0.0;66.67;0.0;100.0;0.0;50.0;0.0;0.0
F;67.0;14db1791468d4472b6926830ac29a5ba;2017;62000.0;58.82;17.0;4;6.0;6.0;3.0;3.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0;15.0;2.0;14.7;5.67;7.5;2.0;100.0;50.0;100.0;66.67;100.0;50.0;100.0
;;e6eb52cacaa346aeb7f3bb633f844c3f;2017;;11.2;3.0;4;5.0;3.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;2.0;1.0;0.0;3.0;2.8;3.0;0.0;3.0;60.0;33.33;50.0;0.0;100.0;100.0;50.0
;;d7f862d7f4404fcfacc123ea45cf2b3e;2016;;31.130000000000006;7.0;13;6.0;6.0;2.0;2.0;2.0;1.0;3.0;3.0;1.0;1.0;1.0;5.0;2.0;2.39;3.5;5.0;2.0;100.0;33.33;100.0;50.0;100.0;33.33;100.0
F;68.0;6567a7e869724cd38c3b3d9dc05f64a3;2017;115000.0;86.25999999999999;15.0;3;3.0;2.0;2.0;3.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;28.75;7.5;7.5;0.0;66.67;100.0;66.67;100.0;0.0;0.0;0.0
M;27.0;58eae2da4bb2452894dc65f636053d46;2013;42000.0;48.7;8.0;9;5.0;3.0;2.0;2.0;2.0;1.0;3.0;1.0;1.0;0.0;0.0;5.0;3.0;5.41;4.0;5.0;3.0;60.0;66.67;100.0;50.0;33.33;100.0;0.0
M;25.0;8e7c87c1927d4f05ad25b0cbfc1cce54;2018;65000.0;31.19;5.0;8;6.0;3.0;2.0;1.0;1.0;0.0;5.0;2.0;2.0;0.0;0.0;0.0;5.0;3.9;2.5;0.0;2.5;50.0;66.67;100.0;0.0;40.0;100.0;0.0
M;66.0;f4cb104e224e44378c49879473db2891;2018;61000.0;19.62;0.0;6;5.0;4.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;3.27;0.0;0.0;0.0;80.0;0.0;100.0;0.0;0.0;0.0;66.67
;;7f49a11dda5b44c2b6afb7d3303c2a88;2017;;15.89;2.0;7;4.0;2.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0;2.27;2.0;0.0;2.0;50.0;50.0;50.0;0.0;100.0;100.0;0.0
;;484cd5288cd2460aab5d3d3ddf8646ad;2017;;20.34;5.0;13;4.0;4.0;1.0;2.0;2.0;1.0;2.0;2.0;0.0;0.0;0.0;5.0;0.0;1.56;5.0;5.0;0.0;100.0;25.0;100.0;50.0;100.0;0.0;0.0
M;36.0;093f0c09cc7242228edbb0e52ca14af6;2017;35000.0;61.16000000000001;6.0;24;5.0;5.0;3.0;2.0;2.0;0.0;3.0;3.0;3.0;0.0;0.0;0.0;6.0;2.55;2.0;0.0;2.0;100.0;60.0;100.0;0.0;100.0;100.0;0.0
M;52.0;01176ee7289b48e39ee6261d5c071a07;2018;38000.0;20.200000000000003;0.0;5;4.0;3.0;0.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;4.04;0.0;0.0;0.0;75.0;0.0;0.0;0.0;75.0;0.0;0.0
F;64.0;61e3b59b13ad4cce9c3e92bc612de8b8;2015;97000.0;155.32999999999998;10.0;6;5.0;3.0;1.0;3.0;2.0;1.0;2.0;1.0;0.0;0.0;0.0;10.0;0.0;25.89;10.0;10.0;0.0;60.0;33.33;66.67;50.0;50.0;0.0;0.0
M;54.0;3ccc9efe36dc4f13a8a5fc3f3f655f2a;2016;38000.0;20.419999999999998;0.0;10;4.0;2.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;2.04;0.0;0.0;0.0;50.0;0.0;100.0;0.0;0.0;0.0;100.0
F;82.0;199eef49d00f45ba9b9d76007a05c069;2016;74000.0;231.44000000000003;3.0;13;3.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;1.0;0.0;3.0;17.8;3.0;0.0;3.0;66.67;50.0;0.0;0.0;100.0;100.0;50.0
M;53.0;2ad2dec8831146b3a0680d9f3126a6d7;2018;72000.0;17.05;0.0;5;4.0;2.0;0.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.41;0.0;0.0;0.0;50.0;0.0;66.67;0.0;0.0;0.0;0.0
M;63.0;cae9515311754366aacb3044f0971484;2014;47000.0;38.77;10.0;13;6.0;4.0;3.0;2.0;1.0;1.0;3.0;3.0;2.0;1.0;0.0;5.0;5.0;2.98;3.33;5.0;2.5;66.67;75.0;50.0;100.0;100.0;66.67;0.0
F;56.0;2b9476ff747d4974af5679ac8485e5f2;2017;116000.0;176.76000000000002;4.0;7;4.0;2.0;2.0;1.0;0.0;0.0;3.0;2.0;2.0;0.0;0.0;0.0;4.0;25.25;2.0;0.0;2.0;50.0;100.0;0.0;0.0;66.67;100.0;0.0
F;76.0;d0b518c8bc034ea2a2ac83e34e55be97;2015;100000.0;245.86;0.0;9;3.0;2.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;27.32;0.0;0.0;0.0;66.67;0.0;100.0;0.0;0.0;0.0;0.0
M;22.0;5be985879764422ebc1142e867d1bfb0;2014;35000.0;62.730000000000004;5.0;25;5.0;5.0;1.0;3.0;3.0;1.0;1.0;1.0;0.0;1.0;1.0;5.0;0.0;2.51;5.0;5.0;0.0;100.0;20.0;100.0;33.33;100.0;0.0;100.0
M;40.0;aa2ce1ef34e449e08927def4d1393403;2015;37000.0;120.71000000000001;4.0;14;6.0;4.0;2.0;3.0;1.0;0.0;2.0;2.0;2.0;1.0;1.0;0.0;4.0;8.62;2.0;0.0;2.0;66.67;50.0;33.33;0.0;100.0;100.0;100.0
M;27.0;6c5e611cd1284709b634ff1740d13265;2017;39000.0;27.78;7.0;7;6.0;4.0;2.0;1.0;1.0;1.0;5.0;3.0;1.0;0.0;0.0;5.0;2.0;3.97;3.5;5.0;2.0;66.67;50.0;100.0;100.0;60.0;33.33;0.0
M;51.0;5d28963ef122466e9bbd9b3fb8ee31eb;2018;61000.0;20.22;0.0;7;5.0;4.0;0.0;2.0;2.0;0.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;2.89;0.0;0.0;0.0;80.0;0.0;100.0;0.0;0.0;0.0;100.0
M;48.0;e856cd5b7ad84f6c9d2e9f5d5a8bf02c;2018;32000.0;5.27;0.0;2;4.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;2.64;0.0;0.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;100.0
M;59.0;7e2cd8acad534cf88280fb2944da4658;2018;84000.0;89.34;17.0;4;4.0;4.0;3.0;2.0;2.0;1.0;2.0;2.0;2.0;0.0;0.0;10.0;7.0;22.34;5.67;10.0;3.5;100.0;75.0;100.0;50.0;100.0;100.0;0.0
F;51.0;159ba13189d54daeaa55f4f8399d9779;2015;61000.0;184.51999999999998;2.0;13;5.0;2.0;1.0;1.0;1.0;0.0;3.0;1.0;1.0;1.0;0.0;0.0;2.0;14.19;2.0;0.0;2.0;40.0;50.0;100.0;0.0;33.33;100.0;0.0
F;61.0;26e8ef90d9d64c919ebbe964781c122f;2017;107000.0;184.58;12.0;7;5.0;4.0;3.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;10.0;2.0;26.37;4.0;5.0;2.0;80.0;75.0;100.0;100.0;50.0;100.0;100.0
M;54.0;a0cce574bb7a45e68e0557b83440b001;2016;52000.0;128.57;18.0;9;5.0;5.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;10.0;8.0;14.29;4.5;5.0;4.0;100.0;80.0;100.0;100.0;100.0;100.0;100.0
F;61.0;21a5e7ee56c742308fdc0f33a86ba500;2018;92000.0;32.95;0.0;1;3.0;3.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;32.95;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;100.0
F;64.0;b2f79fa7cb3f48c984dfe5df60d04e74;2016;66000.0;103.13;5.0;5;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;5.0;0.0;20.63;5.0;5.0;0.0;50.0;100.0;100.0;100.0;0.0;0.0;0.0
;;058f0ba7688348b5b95581e513879743;2015;;18.479999999999997;0.0;10;5.0;2.0;0.0;1.0;1.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;1.85;0.0;0.0;0.0;40.0;0.0;100.0;0.0;33.33;0.0;0.0
;;677605ce51a948d4ba74fa54229119e4;2016;;107.49;22.0;20;5.0;5.0;3.0;4.0;4.0;2.0;1.0;1.0;1.0;0.0;0.0;20.0;2.0;5.37;7.33;10.0;2.0;100.0;60.0;100.0;50.0;100.0;100.0;0.0
F;63.0;fd988b3d7dac4453adf3ba0deec5fba6;2018;67000.0;0.0;0.0;0;4.0;4.0;0.0;1.0;1.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;100.0;0.0;100.0;0.0;0.0
M;66.0;a4c2dd694269444085976f10b9b225f6;2015;72000.0;733.6700000000001;30.0;8;5.0;4.0;3.0;3.0;3.0;3.0;2.0;1.0;0.0;0.0;0.0;30.0;0.0;91.71;10.0;10.0;0.0;80.0;75.0;100.0;100.0;50.0;0.0;0.0
F;58.0;fb31456ca5794b59b956fb0e068715fa;2017;111000.0;209.64;8.0;8;4.0;4.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;0.0;0.0;5.0;3.0;26.2;4.0;5.0;3.0;100.0;50.0;100.0;50.0;100.0;50.0;0.0
M;28.0;70e9b529f05c4cd09ae347f9537307df;2017;34000.0;175.31000000000003;23.0;21;5.0;3.0;3.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;0.0;20.0;3.0;8.35;7.67;10.0;3.0;60.0;100.0;100.0;100.0;50.0;100.0;0.0
;;ff726a9e9f8643ee9ae1c7b074a583dc;2017;;6.45;0.0;2;4.0;4.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.22;0.0;0.0;0.0;100.0;0.0;100.0;0.0;0.0;0.0;0.0
;;81d11db6de8144a294bb597dd07e6143;2018;;0.6000000000000001;0.0;2;6.0;5.0;0.0;2.0;2.0;0.0;2.0;1.0;0.0;2.0;2.0;0.0;0.0;0.3;0.0;0.0;0.0;83.33;0.0;100.0;0.0;50.0;0.0;100.0
M;54.0;9bbe5c3a336644feb23ffb93673d6bb6;2018;40000.0;41.57;7.0;7;5.0;4.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;5.0;2.0;5.94;3.5;5.0;2.0;80.0;50.0;100.0;50.0;50.0;100.0;100.0
